3.423362913408275698e+00;3.652262263689700195e+00;1.127241570857795416e+01;1.189425969933094329e+01;6.350386424731179202e-01;6.886102509778360137e-01;1.184651214938029717e+00;1.273515268031984782e+00;7.864081218934302342e-01;7.724465079253598487e-01;6.592003883302443024e-01;6.530408863918534257e-01;2.080262413744237565e-02;2.120178157890128395e-02;1.398273842150540153e-02;1.493410702624967286e-02;1.442311482913533893e-01;1.456083156241472498e-01;1.182486296813007598e-01;1.222051841218271401e-01
6.106660098973606843e+00;6.194934352591261906e+00;2.047536361505220270e+01;2.085345825514032825e+01;8.796495702997717547e-01;9.358231645208604510e-01;1.636141603473580508e+00;1.729674496165143571e+00;7.361849043373708268e-01;7.164534233674553221e-01;5.984657866878657639e-01;5.864761116213803582e-01;9.504169313519909498e-03;9.563579574791456622e-03;5.998424373163523116e-03;6.380836792782229594e-03;9.748932922899772313e-02;9.779355589603773435e-02;7.744949562885172778e-02;7.988014016501367165e-02
2.989475144591069888e+00;2.519917036750324968e+00;1.002123720849641408e+01;8.175196077431458264e+00;5.713931146138804262e-01;5.605736126955672693e-01;1.076885345319634757e+00;1.038671110068537962e+00;8.129096667820256972e-01;8.139005319831458252e-01;7.052139944623178058e-01;7.168331980403196413e-01;1.824793964126605536e-02;1.881220415262808282e-02;1.313069969593038885e-02;1.431617807664702959e-02;1.350849349160225810e-01;1.371575887533317828e-01;1.145892651862747136e-01;1.196502322465235746e-01
1.313499154855001461e+00;9.891432223761410514e-01;3.807440731001305867e+00;2.631804065355743738e+00;4.854148847344410544e-01;4.535489834582789870e-01;9.048600069308545546e-01;8.318412920202347127e-01;8.013797918012566246e-01;8.137614060932805149e-01;6.673462108928586156e-01;6.967520860861511345e-01;1.596641243917891473e-02;1.674175502292669579e-02;1.015591983811877166e-02;1.137909431510960613e-02;1.263582701653473694e-01;1.293899340092833361e-01;1.007765837787666374e-01;1.066728377568985781e-01
1.498108606223525596e+00;1.205905720338984022e+00;4.737444196428572951e+00;3.677552066334857095e+00;4.044400659824047284e-01;3.874343016623207903e-01;7.644566923515980772e-01;7.252735904862922522e-01;8.486858591147193875e-01;8.573366515076509264e-01;7.478395654284227811e-01;7.714880925098502873e-01;2.592848084956056454e-02;2.769402486652334378e-02;1.913550145272849973e-02;2.168121667036957551e-02;1.610232307760608994e-01;1.664152182539906655e-01;1.383311297312665722e-01;1.472454300491854717e-01
4.445843261241442690e+00;4.952129339146025266e+00;1.475187922985975142e+01;1.645108645765339972e+01;7.775652187194521670e-01;8.472691900260754805e-01;1.445604258398565323e+00;1.557587865127284310e+00;7.472183433348147386e-01;7.279942108539945167e-01;6.080822282597539985e-01;5.967238429153406409e-01;1.061656505409767394e-02;1.053362216725330092e-02;6.636157905937275885e-03;6.950613604571729068e-03;1.030367170192144355e-01;1.026334359127341195e-01;8.146261661607290261e-02;8.337034007710253380e-02
1.591745326246334358e+00;1.356293798891786251e+00;4.679227566454662757e+00;3.750509954308094862e+00;6.081951063049851891e-01;6.180380133637547457e-01;1.134989858529028339e+00;1.130642644419060039e+00;7.563849556182093981e-01;7.493573702640488055e-01;6.035783871543014545e-01;6.102653495383626447e-01;4.792214237710872189e-03;4.744215757901719226e-03;2.849008299339109151e-03;2.994406939988027323e-03;6.922582059976517543e-02;6.887826767494750757e-02;5.337610232434650964e-02;5.472117451213951572e-02
2.383352170902574674e+00;2.226957199315514835e+00;7.470864929876057658e+00;6.769285197046346347e+00;5.885518491365264726e-01;6.239992462516293914e-01;1.090812031148075567e+00;1.137752682359660650e+00;7.838239350144966533e-01;7.685817664019970463e-01;6.498248680562881407e-01;6.410227921520685879e-01;9.322150908388941726e-03;9.259465587011085283e-03;5.957110044214236275e-03;6.168174231184619417e-03;9.655128641498746112e-02;9.622611696941264781e-02;7.718231691400716243e-02;7.853772489182901662e-02
3.218841642228739364e+00;2.997394984517601113e+00;1.052249724804304698e+01;9.762120339017618775e+00;6.358901515151513806e-01;6.666777012711864181e-01;1.188802083333333037e+00;1.240092862679504027e+00;7.852512508456984675e-01;7.705001775684879872e-01;6.568545087855284237e-01;6.484590468412630981e-01;2.016929905968271874e-02;2.089280243186301608e-02;1.355151618644118844e-02;1.488451346203327995e-02;1.420186574351508246e-01;1.445434274945181230e-01;1.164109796644680200e-01;1.220021043344469563e-01
2.468911646709024854e+00;2.136060493399607019e+00;8.204890839041093287e+00;6.961944659758488640e+00;4.999579973118279397e-01;4.767878605769232947e-01;9.413654802674495947e-01;8.916831551892953067e-01;8.350831710790572737e-01;8.431114216098720693e-01;7.372169019402137202e-01;7.590885748613361850e-01;2.675234607450504773e-02;2.871187496106355000e-02;2.022370542802173071e-02;2.312803579277692562e-02;1.635614443397497286e-01;1.694457876757742010e-01;1.422100749877509007e-01;1.520790445550501413e-01
