0.842;0.042;0.063;0.000;0.000;0.021;0.000;0.011;0.011;0.011;0.000;0.000;0.000;0.000;0.000
0.061;0.918;0.000;0.000;0.000;0.000;0.000;0.010;0.000;0.000;0.010;0.000;0.000;0.000;0.000
0.022;0.000;0.978;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.000;0.000;0.000;0.883;0.090;0.000;0.009;0.000;0.000;0.000;0.000;0.000;0.018;0.000;0.000
0.000;0.000;0.000;0.127;0.864;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.009
0.012;0.000;0.037;0.000;0.000;0.951;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.000;0.000;0.000;0.041;0.000;0.000;0.851;0.000;0.095;0.000;0.000;0.000;0.014;0.000;0.000
0.012;0.023;0.000;0.000;0.000;0.035;0.000;0.919;0.012;0.000;0.000;0.000;0.000;0.000;0.000
0.019;0.000;0.009;0.019;0.000;0.000;0.009;0.000;0.925;0.000;0.000;0.000;0.000;0.000;0.019
0.226;0.032;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.742;0.000;0.000;0.000;0.000;0.000
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.978;0.000;0.000;0.022;0.000
0.000;0.000;0.000;0.043;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.879;0.078;0.000;0.000
0.000;0.000;0.000;0.053;0.013;0.000;0.013;0.000;0.000;0.000;0.000;0.133;0.787;0.000;0.000
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000
0.019;0.000;0.038;0.000;0.000;0.000;0.000;0.000;0.010;0.000;0.000;0.000;0.000;0.000;0.933
